episode,score,max_reward,max_tile 
2342,828,32.62787780761719,64
2343,1200,31.82782564163208,128
2344,1196,36.30329151153565,128
2345,1272,34.90805807113647,128
2346,1196,32.2797513961792,128
2347,1072,33.715713310241696,128
2348,2636,38.044603729248045,256
2349,2840,37.55067367553711,256
2350,632,36.94525337219238,64
2351,584,35.4877423286438,64
2352,904,40.32424964904786,128
2353,916,38.10731887817383,128
2354,1404,37.27343130111694,128
2355,2880,37.74660034179688,256
2356,1260,34.457610321044925,128
2357,412,33.27051696777344,32
2358,1200,38.086248779296874,128
2359,1224,33.428252124786376,128
2360,1040,34.34537172317505,128
2361,2248,36.43362989425659,256
2362,1032,34.67599945068359,128
2363,1032,36.99341106414795,128
2364,764,35.920076560974124,64
2365,988,33.64058675765991,128
2366,492,36.02027568817139,64
2367,2280,35.3808479309082,256
2368,2632,34.70486307144165,256
2369,764,36.63074550628662,64
2370,1204,35.13909759521484,128
2371,692,34.85612106323242,64
2372,1120,35.96919345855713,128
2373,1368,36.84326210021973,128
2374,636,31.99703197479248,64
2375,608,32.22036361694336,64
2376,1172,37.95238628387451,128
2377,1952,36.23396482467651,256
2378,616,33.752608108520505,64
2379,2128,36.98189039230347,256
2380,1024,32.46710205078125,128
2381,1184,35.139281272888184,128
2382,1276,33.130194664001465,128
2383,736,34.76424770355224,64
2384,1256,36.73834829330444,128
2385,620,38.553529262542725,64
2386,932,34.20217990875244,64
2387,1216,34.88199157714844,128
2388,1028,36.752959442138675,128
2389,1308,33.78718786239624,128
2390,2688,36.98215827941895,256
2391,824,37.174773406982425,64
2392,1020,34.436923789978025,128
2393,1280,38.8152738571167,128
2394,572,41.17167301177979,64
2395,1220,35.70371265411377,128
2396,964,32.80466480255127,128
2397,1392,34.20955562591553,128
2398,696,37.59329338073731,64
2399,2128,39.85078229904175,256
2400,696,34.008746528625494,64
2401,1952,34.92981147766113,128
2402,1320,38.218795967102054,128
2403,1160,37.42619915008545,128
2404,820,39.28349905014038,64
2405,1192,34.35914154052735,128
2406,924,35.480919647216794,64
2407,1172,41.76726360321045,128
2408,624,35.467768859863284,64
2409,988,43.56942977905274,128
2410,2148,36.974823760986325,256
2411,608,34.17849769592286,64
2412,628,38.0516773223877,64
2413,1272,35.41786031723022,128
2414,1160,35.248346996307376,128
2415,1484,34.79431028366089,128
2416,1284,36.731938648223874,128
2417,452,33.63168773651123,64
2418,2156,36.33040161132813,256
2419,1240,38.18580389022827,128
2420,524,36.43058090209961,64
2421,1388,36.68229293823242,128
2422,632,40.49563093185425,64
2423,576,35.46808662414551,64
2424,1116,39.262977600097656,128
2425,1304,35.07220935821533,128
2426,1076,34.73249073028565,128
2427,840,32.775708961486814,64
2428,1756,33.18417901992798,128
2429,688,33.874925422668454,64
2430,1236,35.15551242828369,128
2431,924,37.286009311676025,128
2432,552,33.239226245880126,64
2433,908,37.75419178009034,128
2434,1300,36.852416419982916,128
2435,1348,34.69652481079102,128
2436,1192,38.97665367126465,128
2437,868,40.49898738861084,64
2438,736,35.14730339050293,64
2439,1976,34.80669984817505,256
2440,1264,34.45488500595093,128
2441,696,37.44216594696045,64
2442,1172,36.39268550872803,128
2443,1220,40.96659927368164,128
2444,880,37.403929996490476,64
2445,1164,34.08075733184815,128
2446,1516,36.502168846130374,128
2447,828,34.08819351196289,64
2448,524,35.10829439163208,64
2449,624,32.86828088760376,64
2450,1368,33.631525325775144,128
2451,632,35.8214147567749,64
2452,1188,37.692413330078125,128
2453,1200,37.9800256729126,128
2454,780,34.59716272354126,64
2455,308,35.068191051483154,32
2456,2112,35.88456764221191,256
2457,696,38.61559715270997,64
2458,652,36.590679550170904,64
2459,2476,37.71896247863769,256
2460,1604,38.30025901794434,128
2461,1332,36.4779070854187,128
2462,592,35.05764646530152,64
2463,408,36.67689752578735,32
2464,2780,47.256248855590826,256
2465,568,38.1853744506836,64
2466,556,35.03511714935303,64
2467,224,37.29264965057373,32
2468,1972,32.81508054733276,256
2469,1280,35.37062816619873,128
2470,472,37.258014106750494,64
2471,432,40.52328090667724,64
2472,1320,37.55726165771485,128
2473,2388,35.61550045013428,256
2474,552,37.01265621185303,64
2475,1156,41.99711666107178,128
2476,772,37.68945207595825,64
2477,616,38.3454421043396,64
2478,1124,36.901747703552246,128
2479,2112,38.102522659301755,256
2480,2256,35.828129577636716,256
2481,556,45.02051467895508,64
2482,1284,40.143612957000734,128
2483,880,38.62956027984619,128
2484,1020,40.35470008850098,128
2485,1328,34.95882339477539,128
2486,2144,38.306389045715335,256
2487,1432,32.290222549438475,128
2488,1016,34.74033908843994,128
2489,2440,48.94595584869385,256
2490,2624,34.4511736869812,256
2491,1408,35.90574417114258,128
2492,1304,34.53959836959839,128
2493,656,37.647650146484374,64
2494,820,36.70274715423584,64
2495,792,40.68163509368897,64
2496,496,36.206750106811526,64
2497,1184,39.794064903259276,128
2498,972,46.7002950668335,128
2499,1232,35.14195919036865,128
2500,2392,41.58222599029541,256
2501,972,40.292877197265625,128
2502,1420,33.900793361663816,128
2503,1360,36.446210098266604,128
2504,1228,38.689407157897946,128
2505,1220,38.3994815826416,128
2506,1340,37.9987247467041,128
2507,908,38.47629823684692,64
2508,1116,35.33287153244019,128
2509,968,37.24418840408325,128
2510,1516,39.67062206268311,128
2511,1096,37.57144470214844,128
2512,1888,36.60784330368042,128
2513,1184,40.29998073577881,128
2514,1244,35.96134061813355,128
2515,1224,34.8244309425354,128
2516,900,39.74954452514648,64
2517,500,43.95394802093506,64
2518,2276,43.82706851959229,256
2519,1184,44.844928932189944,128
2520,572,42.932050704956055,64
2521,1216,38.970334815979,128
2522,2144,35.0147741317749,256
2523,1076,37.091814804077146,128
2524,1012,38.09549617767334,128
2525,1052,38.3871955871582,128
2526,592,38.862312698364256,64
2527,1044,36.9669921875,128
2528,1288,35.70425834655762,128
2529,1056,38.144334983825686,128
2530,640,36.73892650604248,64
2531,1196,39.73252830505371,128
2532,1484,47.46205997467041,128
2533,2632,39.089961242675784,256
2534,436,33.11631107330322,64
2535,1764,38.933779048919675,256
2536,2416,36.33944845199585,256
2537,2228,38.465760231018066,256
2538,2088,39.865058708190915,256
2539,1204,40.411441040039065,128
2540,1036,33.72682447433472,128
2541,2956,38.977781009674075,256
2542,1312,39.96293678283692,128
2543,936,44.68584156036377,128
2544,3520,39.69158601760864,256
2545,1328,35.31977214813232,128
2546,1452,40.251766967773435,128
2547,568,37.014613723754884,64
2548,2584,37.86344547271729,256
2549,2332,37.95092830657959,256
2550,1028,36.82308177947998,128
2551,1184,36.118224143981934,128
2552,1312,43.422412109375,128
2553,576,34.50411996841431,64
2554,1000,36.234443473815915,128
2555,756,38.59211177825928,64
2556,796,40.89847869873047,64
2557,496,37.618485069274904,64
2558,844,38.39895763397217,64
2559,1160,42.689503860473636,128
2560,576,38.15182590484619,64
2561,788,36.638910388946535,64
2562,1344,38.02458534240723,128
2563,2188,35.65442123413086,256
2564,2080,39.034207820892334,256
2565,1300,36.40616092681885,128
2566,1112,37.98428649902344,128
2567,1332,45.4598955154419,128
2568,528,33.84812564849854,64
2569,1576,36.54024305343628,128
2570,1208,36.540064907073976,128
2571,1004,35.88805131912231,128
2572,1300,37.61222190856934,128
2573,2704,44.50720539093018,256
2574,648,39.227011394500735,64
2575,1256,41.33823127746582,128
2576,1288,38.91291885375976,128
2577,1500,36.95173301696777,128
2578,832,35.90085716247559,128
2579,1416,35.29180574417114,128
2580,1308,37.27785320281983,128
2581,1296,40.049522972106935,128
2582,704,35.56638011932373,64
2583,868,37.53742504119873,128
2584,524,38.71946115493775,64
2585,644,36.607393741607666,64
2586,1928,39.32960948944092,256
2587,1224,40.870669269561766,128
2588,792,47.42675018310547,128
2589,1444,35.16670532226563,128
2590,1268,42.99359397888183,128
2591,868,38.494803810119635,64
2592,512,35.09212245941162,64
2593,588,34.833557510375975,64
2594,1596,40.615300464630124,128
2595,868,40.5749963760376,128
2596,2564,35.87351989746094,256
2597,1000,37.72681922912598,128
2598,1252,37.59444169998169,128
2599,1024,34.2688775062561,128
2600,2152,37.366229438781744,256
2601,1892,36.84631404876709,256
2602,1316,36.23876514434815,128
2603,1004,38.98335151672363,128
2604,1204,38.76638288497925,128
2605,376,38.96450004577637,64
2606,436,34.83433456420899,32
2607,1256,35.92727203369141,128
2608,1056,39.330292510986325,128
2609,592,35.80470056533814,64
2610,772,36.53368949890137,64
2611,632,35.33844566345215,64
2612,476,34.88547496795654,64
2613,2940,34.78968830108643,256
2614,2068,36.4456618309021,256
2615,544,43.54258499145508,64
2616,564,42.9890323638916,64
2617,1468,38.23456468582153,128
2618,1268,37.47071352005005,128
2619,1676,37.79792680740356,128
2620,716,37.61909761428833,64
2621,1900,43.6328691482544,256
2622,1284,42.597946357727054,128
2623,1116,41.03159637451172,128
2624,532,35.88814811706543,64
2625,1172,38.863816261291504,128
2626,1456,37.516166305541994,128
2627,888,35.794050788879396,128
2628,1320,39.09419326782226,128
2629,964,36.17989311218262,128
2630,908,38.41953182220459,64
2631,2232,35.71872177124023,256
2632,2536,41.224927711486814,256
2633,1192,41.98829402923584,128
2634,716,37.121148109436035,64
2635,2632,40.53868951797485,256
2636,1208,38.390458488464354,128
2637,476,36.04220676422119,64
2638,672,39.650668716430665,64
2639,880,36.529886436462405,64
2640,1004,38.01033039093018,128
2641,940,37.790493965148926,128
2642,2496,40.913601112365725,256
2643,1732,38.4211181640625,128
2644,1260,38.379322624206544,128
2645,560,35.59521255493164,64
2646,204,37.10187788009644,32
2647,3452,41.05005207061768,256
2648,1320,41.216905975341795,128
2649,264,35.12714138031006,32
2650,1208,39.07306461334228,128
2651,1396,39.151219272613524,128
2652,212,36.94796628952027,32
2653,504,39.19755449295044,64
2654,392,35.39025754928589,32
2655,924,46.05822124481202,128
2656,1360,36.267607879638675,128
2657,1144,37.60531816482544,128
2658,528,39.7543004989624,64
2659,456,36.15838022232056,64
2660,2180,38.71728219985962,256
2661,3076,39.58246650695801,256
2662,632,40.43836555480957,64
2663,2152,40.78060035705566,256
2664,1180,43.16797847747803,128
2665,948,42.392624855041504,128
2666,668,38.50013427734375,64
2667,1224,44.940368270874025,128
2668,1320,39.057938194274904,128
2669,1008,38.67771892547607,128
2670,948,39.0070897102356,128
2671,1352,43.65128440856934,128
2672,496,35.15546550750732,64
2673,1340,38.38835964202881,128
2674,1264,37.70785474777222,128
2675,1296,38.756527709960935,128
2676,1116,37.74683427810669,128
2677,2088,36.19142122268677,256
2678,1224,38.537050533294675,128
2679,1864,36.46792106628418,128
2680,2576,38.543542098999026,256
2681,484,37.133657455444336,64
2682,2232,39.3529408454895,256
2683,1968,38.842163276672366,256
2684,1424,34.015468215942384,128
2685,1084,38.051601600646975,128
2686,2988,37.96397705078125,256
2687,1320,40.45286626815796,128
2688,1204,38.40484743118286,128
2689,1400,43.20566539764404,128
2690,2180,39.22730712890625,256
2691,1420,41.07822437286377,128
2692,1204,35.65337476730347,128
2693,1516,41.66361312866211,128
2694,612,40.011856651306154,64
2695,1308,38.261821556091306,128
2696,1160,37.903631591796874,128
2697,2144,41.189162254333496,256
2698,1232,39.84040832519531,128
2699,2176,38.74248085021973,256
2700,1240,43.11936511993409,128
2701,1940,41.324371337890625,256
2702,1076,42.10722179412842,128
2703,2060,43.14789657592773,256
2704,1656,39.198384857177736,128
2705,1868,38.3884036064148,128
2706,592,37.712582683563234,64
2707,1012,38.43775272369385,128
2708,2056,38.52639102935791,256
2709,248,36.37985267639161,32
2710,1640,36.5528060913086,128
2711,924,41.02587356567383,128
2712,1172,40.173397636413576,128
2713,260,38.49511222839355,32
2714,1052,42.9232593536377,128
2715,1244,39.56213512420654,128
2716,1176,39.258727836608884,128
2717,1116,40.81024398803711,128
2718,1656,46.067548751831055,128
2719,824,38.200252532958984,128
2720,500,39.763889122009275,64
2721,920,36.94236192703247,128
2722,1232,37.54813785552979,128
2723,1972,41.90500717163086,256
2724,1216,36.25438833236694,128
2725,584,38.53434734344482,64
2726,1152,43.61404037475586,128
2727,544,36.14271221160889,64
2728,1112,37.85391502380371,128
2729,1392,42.25687484741211,128
2730,1228,44.06432552337647,128
2731,1036,39.75700454711914,128
2732,712,38.00700988769531,64
2733,1260,39.89466094970703,128
2734,1464,39.19107189178467,128
2735,708,37.411441802978516,64
2736,1148,40.304612922668454,128
2737,904,37.80620365142822,128
2738,252,34.94755735397339,32
2739,2544,36.04048538208008,256
2740,544,41.42998924255372,64
2741,2520,35.67459306716919,256
2742,696,38.33771572113037,64
2743,1216,38.17561302185059,128
2744,1196,36.039662551879886,128
2745,1876,38.20254955291748,256
2746,2172,42.68531455993653,256
2747,928,36.795503807067874,64
2748,856,38.792071151733396,64
2749,2440,40.57402439117432,256
2750,1316,43.084532737731934,128
2751,496,39.3124641418457,64
2752,1104,39.950401687622076,128
2753,1800,37.71173248291016,256
2754,1200,38.086647033691406,128
2755,492,40.13235301971436,64
2756,1248,38.32625961303711,128
2757,732,35.796818542480466,64
2758,368,37.999770164489746,32
2759,284,35.27326774597168,32
2760,1124,43.191222763061525,128
2761,684,37.7825590133667,64
2762,984,37.50497312545777,128
2763,644,35.862192726135255,64
2764,664,38.21019439697265,64
2765,1540,42.11666030883789,128
2766,944,39.630811309814455,128
2767,608,37.81034688949585,64
2768,2540,37.43244190216065,256
2769,968,38.74217338562012,128
2770,1868,42.05619735717774,256
2771,2252,40.338067626953126,256
2772,224,37.2371711730957,32
2773,764,36.956043815612794,64
2774,1196,36.3305549621582,128
2775,2140,40.624819946289065,256
2776,1532,35.82065477371216,128
2777,796,38.63019275665283,64
2778,648,46.83364028930664,64
2779,852,38.05912551879883,64
2780,944,41.55883445739747,128
2781,1160,36.57658729553223,128
2782,1264,38.2169282913208,128
2783,1228,39.829996299743655,128
2784,2540,38.338120460510254,256
2785,680,36.113097953796384,64
2786,1532,34.70784463882446,128
2787,1304,36.50822305679321,128
2788,1152,36.970306396484375,128
2789,1364,37.07200584411621,128
2790,2388,39.292205047607425,256
2791,588,38.5469931602478,64
2792,1264,39.42003707885742,128
2793,1316,39.667934036254884,128
2794,936,38.79043045043945,128
2795,860,35.4140022277832,128
2796,580,38.47747926712036,64
2797,1140,38.872876930236814,128
2798,2220,37.99525108337403,256
2799,1252,44.294633865356445,128
2800,2540,38.0117392539978,256
2801,616,42.886985778808594,64
2802,2884,41.12471027374268,256
2803,1136,36.8945240020752,128
2804,1256,38.30710220336914,128
2805,1700,46.795219039916994,128
2806,1296,42.49325466156006,128
2807,1308,36.69446058273316,128
2808,2724,52.98471374511719,256
2809,932,50.683108520507815,128
2810,1264,40.19750576019287,128
2811,452,39.706687927246094,64
2812,1364,38.53765239715576,128
2813,2816,40.02795696258545,256
2814,2216,42.36165161132813,256
2815,1288,41.100226402282715,128
2816,708,37.6089448928833,64
2817,1300,42.82224884033203,128
2818,1016,42.67770767211914,128
2819,1140,40.78257646560669,128
2820,1280,36.44902353286743,128
2821,1212,37.79843177795411,128
2822,988,36.27507495880127,128
2823,596,41.192491722106936,64
2824,1240,36.51586389541626,128
2825,2272,37.91115064620972,256
2826,648,40.40294151306152,64
2827,3496,38.40112495422363,256
2828,780,35.76260700225831,64
2829,1372,38.01643028259278,128
2830,2180,33.809009933471685,256
2831,728,40.63356990814209,64
2832,600,38.196510314941406,64
2833,1284,42.794738388061525,128
2834,696,49.52945728302002,64
2835,1464,43.148409080505374,128
2836,1380,39.613587856292725,128
2837,648,37.97717514038086,64
2838,464,44.27940731048584,64
2839,556,38.948058700561525,64
2840,2212,41.64454250335693,256
2841,1316,46.49610748291016,128
2842,776,40.85386695861817,64
2843,692,40.156151580810544,64
2844,1500,40.240447235107425,128
2845,520,40.66702442169189,64
2846,936,39.770590209960936,64
2847,2620,42.717627334594724,256
2848,1152,45.249030685424806,128
2849,948,36.85191402435303,128
2850,2668,40.459567832946775,256
2851,580,37.74168882369995,64
2852,2544,37.778103065490725,256
2853,2096,44.67391662597656,256
2854,1232,36.5414384841919,128
2855,1300,36.30970935821533,128
2856,2572,34.54535932540894,256
2857,1208,38.75924701690674,128
2858,1564,36.87012825012207,128
2859,1112,43.221259689331056,128
2860,1164,40.22513236999512,128
2861,1112,39.2949914932251,128
2862,240,38.583350372314456,32
2863,4600,40.455150318145755,512
2864,896,41.06638154983521,128
2865,1948,38.8656346321106,256
2866,2140,47.531998062133795,256
2867,672,37.580051040649415,64
2868,2532,36.61293935775757,256
2869,648,34.76201629638672,64
2870,1420,42.548208999633786,128
2871,1264,37.91857681274414,128
2872,924,39.50814304351807,128
2873,880,35.343580627441405,64
2874,1256,41.78854827880859,128
2875,2488,45.89216613769531,256
2876,568,35.19788942337036,64
2877,500,32.814552307128906,64
2878,572,41.544371604919434,64
2879,476,37.35370712280273,64
2880,944,44.380835723876956,128
2881,532,42.99489822387696,64
2882,708,36.34408168792724,64
2883,1440,36.89167184829712,128
2884,884,37.38796339035034,64
2885,1020,37.75548038482666,128
2886,1204,38.29223031997681,128
2887,636,38.70939674377442,64
2888,1024,33.96742668151855,128
2889,832,37.37700862884522,128
2890,944,40.859845352172854,128
2891,644,36.40840091705322,64
2892,1176,40.20970611572265,128
2893,664,36.38055181503296,64
2894,376,40.50870494842529,64
2895,448,42.58649959564209,64
2896,1068,34.97549057006836,128
2897,624,44.75101375579834,64
2898,336,33.027774238586424,32
2899,5312,41.00111904144287,512
2900,1004,43.19987812042237,128
2901,936,37.60086727142334,128
2902,1328,41.64998531341553,128
2903,1608,45.86582584381104,128
2904,2624,41.773682594299316,256
2905,1260,42.032850646972655,128
2906,668,40.84832878112793,64
2907,1288,37.661772918701175,128
2908,1688,39.3420862197876,128
2909,1308,34.90696983337402,128
2910,484,34.16526384353638,64
2911,2224,40.872703933715826,256
2912,1000,38.106017684936525,128
2913,900,43.16972675323487,128
2914,1172,37.44604682922363,128
2915,960,38.35477485656739,128
2916,1504,35.05923080444336,128
2917,972,40.861972427368165,128
2918,2184,39.82432918548584,256
2919,960,39.6216947555542,128
2920,580,40.52543334960937,64
2921,1184,38.08216438293457,128
2922,1020,36.95948429107666,128
2923,1216,38.966632270812994,128
2924,1292,38.313754844665525,128
2925,1172,37.22267045974731,128
2926,2308,40.46063423156738,256
2927,628,42.83122291564942,64
2928,3184,41.33134841918945,256
2929,1272,49.09000778198242,128
2930,1164,34.968138217926025,128
2931,1368,37.39419279098511,128
2932,1468,42.945759010314944,128
2933,2220,39.63367824554443,256
2934,1540,37.966644859313966,128
2935,2080,38.18878307342529,256
2936,2472,37.84476032257081,256
2937,1184,40.29958667755127,128
2938,588,34.61399879455567,64
2939,1124,38.534327888488775,128
2940,1200,35.768540668487546,128
2941,552,38.7192099571228,64
2942,1172,35.286994743347165,128
2943,2212,42.92574691772461,256
2944,1016,37.272038269042966,128
2945,3068,33.636439704895025,256
2946,1264,40.85907611846924,128
2947,2328,38.09326305389404,256
2948,1232,41.46482543945312,128
2949,1216,38.87931308746338,128
2950,1352,38.73575325012207,128
2951,1248,35.61388425827026,128
2952,600,35.509396934509276,64
2953,1356,43.0465763092041,128
2954,2832,42.33073215484619,256
2955,1320,38.35897808074951,128
2956,1244,38.49809064865112,128
2957,1580,35.238952827453616,128
2958,2756,48.72108840942383,256
2959,1612,37.84157257080078,128
2960,1308,38.38778829574585,128
2961,1216,42.43357696533203,128
2962,876,37.18196849822998,64
2963,1276,38.21749019622803,128
2964,660,38.52094392776489,64
2965,1252,45.10054588317871,128
2966,2276,43.403224372863775,256
2967,2424,39.87954387664795,256
2968,524,38.67880811691284,64
2969,1036,41.96269264221192,128
2970,1120,37.338516616821295,128
2971,1220,43.1334135055542,128
2972,1428,37.32651796340942,128
2973,916,44.14932632446289,128
2974,740,37.471124935150144,64
2975,1196,45.21971206665039,128
2976,1948,37.39201173782349,128
2977,2104,40.712526512146,256
2978,2052,40.5200174331665,256
2979,1292,39.04035339355469,128
2980,2588,42.61935844421387,256
2981,560,47.58784084320068,64
2982,1324,38.30751705169678,128
2983,952,42.210708999633795,128
2984,1212,35.69979982376098,128
2985,2256,40.17078132629395,256
2986,1072,40.68150272369385,128
2987,872,39.07719478607178,128
2988,1260,41.95877571105957,128
2989,332,35.643617153167725,32
2990,884,38.84665174484253,128
2991,112,37.840430927276614,16
2992,620,40.64917526245117,64
2993,1192,38.50793857574463,128
2994,2108,43.770862960815435,256
2995,1104,40.371727561950685,128
2996,2816,42.534309005737306,256
2997,1176,54.031414413452154,128
2998,1308,38.4644377708435,128
2999,888,41.92156753540039,128
3000,2744,47.91913013458252,256
3001,956,38.52186765670776,128
3002,2012,38.32771244049073,256
3003,1412,36.93998985290527,128
3004,1352,41.453475379943846,128
3005,2088,39.268395042419435,256
3006,1120,44.13695526123047,128
3007,712,35.68193645477295,64
3008,940,39.89163694381714,128
3009,2188,40.35166854858399,256
3010,1016,40.830352783203125,128
3011,1248,39.85252418518067,128
3012,1192,37.09931240081787,128
3013,548,37.61729698181152,64
3014,1476,43.910559844970706,128
3015,1848,43.883518028259275,256
3016,1224,39.6468017578125,128
3017,1452,41.440932273864746,128
3018,540,38.20122146606445,64
3019,2916,35.62277317047119,256
3020,1176,45.541649627685544,128
3021,896,41.758134841918945,128
3022,1232,39.942533302307126,128
3023,1524,37.193887901306155,128
3024,1264,38.51376190185547,128
3025,728,35.863402938842775,64
3026,1064,39.00498886108399,128
3027,1404,36.08085899353027,128
3028,1288,40.31912326812744,128
3029,412,38.40430383682251,64
3030,1000,44.48751163482666,128
3031,1248,43.30148582458496,128
3032,1228,38.88738613128662,128
3033,1028,41.59933433532715,128
3034,900,40.42854747772217,64
3035,1232,37.43567943572998,128
3036,2176,36.0050724029541,256
3037,952,41.51031322479248,64
3038,648,39.42427062988281,64
3039,1272,39.172625923156744,128
3040,1984,36.83676109313965,128
3041,780,37.38645496368408,64
3042,1248,45.19587707519531,128
3043,1360,37.192559242248535,128
3044,564,36.527403831481934,64
3045,724,36.29900493621826,64
3046,2524,42.78801002502442,256
3047,768,37.017870330810545,64
3048,1376,40.60412998199463,128
3049,812,38.52741584777832,64
3050,504,34.94967794418335,64
3051,644,39.09486331939698,64
3052,360,35.85556430816651,32
3053,1700,41.030350875854495,128
3054,600,40.2404125213623,64
3055,1144,44.989693832397464,128
3056,1604,38.235107040405275,128
3057,2468,38.26014995574951,256
3058,2732,39.581130027770996,256
3059,912,42.340732192993165,128
3060,1028,38.22589511871338,128
3061,872,37.31965713500976,64
3062,836,38.79484415054321,64
3063,2176,40.139350700378415,256
3064,572,39.83753528594971,64
3065,2028,41.09586029052734,256
3066,892,38.59907989501953,64
3067,1216,37.18003978729248,128
3068,1076,38.24268503189087,128
3069,528,36.790766906738284,64
3070,2440,42.042992210388185,256
3071,508,41.700521087646486,64
3072,1200,40.028435707092285,128
3073,2188,37.61871109008789,256
3074,1280,37.691468238830566,128
3075,1120,42.968658447265625,128
3076,2136,41.81753921508789,256
3077,1188,41.01280879974365,128
3078,492,37.0436279296875,64
3079,1256,39.168654441833496,128
3080,1176,39.811034774780275,128
3081,936,43.30843677520752,128
3082,1148,40.2391923904419,128
3083,500,40.03165760040284,64
3084,604,38.653183937072754,64
3085,936,37.924724388122556,128
3086,1320,35.57491836547852,128
3087,1208,43.69801921844483,128
3088,2336,40.27481098175049,256
3089,1228,38.58822937011719,128
3090,1216,43.39897441864014,128
3091,1488,39.378842735290526,128
3092,772,36.66605863571167,64
3093,720,39.603095054626465,64
3094,980,41.563673973083496,128
3095,1420,40.75114078521729,128
3096,652,39.964521980285646,64
3097,920,36.998964595794675,128
3098,644,36.91607437133789,64
3099,1040,40.66385908126831,128
3100,1132,41.921998023986816,128
3101,1108,37.881341552734376,128
3102,888,37.95192470550537,64
3103,1628,41.549395847320554,128
3104,1196,42.81469612121582,128
3105,1116,42.41204414367676,128
3106,1460,34.42834186553955,128
3107,720,37.817653846740725,64
3108,1852,43.229980087280275,256
3109,1172,37.881089210510254,128
3110,2072,40.42197608947754,256
3111,308,33.11822900772095,32
3112,896,52.70287647247315,128
3113,592,40.66872711181641,64
3114,1160,44.77032947540283,128
3115,2412,38.84835987091064,256
3116,572,36.958971118927,64
3117,696,48.42863807678223,64
3118,996,50.198946189880374,128
3119,788,38.02239408493042,64
3120,1500,38.725150680541994,128
3121,1304,42.717420768737796,128
3122,660,34.607125759124756,64
3123,1036,38.54640884399414,128
3124,1184,41.120856285095215,128
3125,496,38.459066200256345,64
3126,460,37.80186080932617,64
3127,2036,41.43156023025513,256
3128,896,38.13967094421387,128
3129,1164,49.74872665405273,128
3130,1260,38.86671810150146,128
3131,536,36.82906322479248,64
3132,1064,41.02567529678345,128
3133,1532,43.39592781066895,128
3134,2384,39.02704029083252,256
3135,1276,37.70362033843995,128
3136,1364,41.43228950500489,128
3137,2380,40.950375652313234,256
3138,1032,40.04403343200684,128
3139,1572,43.54178791046142,128
3140,1148,38.165526771545416,128
3141,1096,38.563372993469244,128
3142,1108,41.398029518127444,128
3143,1004,39.492132377624515,128
3144,1020,36.26490259170532,128
3145,2140,43.67125301361084,256
3146,2120,37.75883388519287,256
3147,2192,46.68674221038819,256
3148,760,38.094632625579834,64
3149,2160,49.65919914245606,256
3150,1168,46.424614143371585,128
3151,1168,45.41251201629639,128
3152,2140,42.8558235168457,256
3153,1600,39.3062255859375,128
3154,556,36.67681541442871,64
3155,1188,37.95047817230225,128
3156,1228,38.03849716186524,128
3157,524,35.191177463531496,64
3158,1340,40.08703479766846,128
3159,1292,39.706520080566406,128
3160,1040,39.574584579467775,128
3161,508,40.42228622436524,64
3162,1064,37.211183643341066,128
3163,1012,40.85405502319336,64
3164,1212,38.96362543106079,128
3165,1104,41.11317958831787,128
3166,1384,46.81315975189209,128
3167,1072,42.98113822937012,128
3168,1568,45.38062591552735,128
3169,1868,41.209466743469235,128
3170,1572,39.764393424987794,128
3171,832,39.359337425231935,64
3172,432,38.846557998657225,64
3173,1024,40.62240581512451,128
3174,444,37.22410144805909,64
3175,1132,40.5817048072815,128
3176,2740,41.35477085113526,256
3177,1376,41.931171607971194,128
3178,1288,40.13725786209106,128
3179,1280,39.471457862854,128
3180,720,39.100019454956055,64
3181,1448,40.29029140472412,128
3182,2612,40.19374952316284,256
3183,1044,38.399352836608884,128
3184,2880,43.50350093841553,256
3185,660,36.200860023498535,64
3186,1132,36.42435436248779,128
3187,548,34.86198148727417,64
3188,2652,40.144944953918454,256
3189,1864,39.97513217926026,256
3190,2048,44.272907447814944,256
3191,188,40.67237186431885,32
3192,2864,36.224632835388185,256
3193,348,38.022266769409185,32
3194,1572,46.7291181564331,128
3195,892,35.23438701629639,128
3196,1316,40.96026611328125,128
3197,2144,40.38193149566651,256
3198,728,38.82294673919678,64
3199,1340,42.53913326263428,128
3200,752,43.51388721466064,64
3201,2156,36.824462699890134,256
3202,640,42.53306922912598,64
3203,2416,40.11255683898926,256
3204,1196,40.26603603363037,128
3205,1448,39.0866813659668,128
3206,1692,42.25374908447266,128
3207,636,38.718100452423094,64
3208,660,39.85237064361573,64
3209,960,37.06568479537964,128
3210,2288,42.17275981903076,256
3211,1028,41.33432865142822,128
3212,444,38.65571537017823,64
3213,1492,42.65726032257081,128
3214,1200,38.875355339050294,128
3215,1016,44.848659706115725,128
3216,536,42.37837448120118,64
3217,1188,40.49644050598145,128
3218,1120,39.255547523498535,128
3219,1068,36.54048376083374,128
3220,676,38.92223329544068,64
3221,2920,38.839478492736816,256
3222,644,41.00030117034912,64
3223,1040,41.31826877593994,128
3224,2144,46.85696811676026,256
3225,908,42.02487773895264,128
3226,520,39.62004776000977,64
3227,2276,46.09360961914062,256
3228,1208,34.735824298858645,128
3229,1504,36.71600112915039,128
3230,1188,39.95456199645996,128
3231,632,40.894683837890625,64
3232,2800,40.20213356018067,256
3233,1748,40.20117588043213,128
3234,952,40.64606056213379,128
3235,2212,42.7985300064087,256
